iter	RMSE
129	0.3111002146
130	0.3103322117
131	0.309472324
132	0.3084013766
133	0.3081526936
134	0.3075368375
135	0.3073115714
136	0.3056961027
137	0.3051597805
138	0.3046871288
139	0.3034877886
140	0.3026631408
141	0.3024427382
142	0.3020096161
143	0.3016026948
144	0.3010349888
145	0.3005989983
146	0.3001668961
147	0.2999766823
148	0.299732982
149	0.299378064
150	0.2990285454
151	0.2982254745
152	0.2975889856
153	0.2970917751
154	0.2963649226
155	0.2957723825
156	0.2956015125
157	0.294772939
158	0.2944736993
159	0.2942094374
160	0.2935698397
161	0.2931544749
162	0.2928902762
163	0.2922269301
164	0.2920317918
165	0.2907253671
166	0.2902384453
167	0.2896843045
168	0.2891868131
169	0.2888691026
170	0.2886001543
171	0.2883070791
172	0.2876136384
173	0.2873599703
174	0.2868704782
175	0.2863457507
176	0.2850062931
177	0.2844120983
178	0.2842285845
179	0.2832428327
180	0.2829096301
181	0.2826913874
182	0.2823807093
183	0.2821620527
184	0.2819401966
185	0.2817653569
186	0.2815827298
187	0.2811556907
188	0.2808354656
189	0.2804384883
190	0.2789969983
191	0.2786300987
192	0.2782195341
193	0.2780801482
194	0.2773363588
195	0.2769694064
196	0.2763583784
197	0.2759485105
198	0.2757048163
199	0.2753221957
200	0.2751353638
201	0.2749271696
202	0.2743417776
203	0.2736977951
204	0.2735619501
205	0.2733120486
206	0.2730421363
207	0.2727181284
208	0.2725517671
209	0.2719289953
210	0.2717473811
211	0.2712919324
212	0.2708882195
213	0.2705684118
214	0.2700971767
215	0.2693026329
216	0.2690790468
217	0.2687850161
218	0.2684572922
219	0.2676546228
220	0.2674647166
221	0.2673646939
222	0.2669927746
223	0.2664846423
224	0.2662286064
225	0.2660966269
226	0.2658410176
227	0.2654174359
228	0.2653209258
229	0.2650169252
230	0.2648008741
231	0.2641464166
232	0.2637477294
233	0.2633194369
234	0.2629870711
235	0.2627329511
236	0.2625677035
237	0.2623868905
238	0.2621576713
239	0.2619034374
240	0.2617411681
241	0.2613164973
242	0.261169395
243	0.261018006
244	0.2608878641
245	0.2606618029
246	0.2601163852
247	0.2600150929
248	0.2597392072
249	0.2594603192
250	0.2592801476
251	0.2590669629
252	0.2588179377
253	0.2584614382
254	0.2584224307
255	0.2576583763
256	0.2574687242
257	0.2570663186
258	0.2568640491
259	0.2564128863
260	0.2561813428
261	0.2560985245
262	0.2554869042
263	0.2551057731
264	0.2548417684
265	0.2544871633
266	0.2541816938
267	0.2538681161
268	0.2536983185
269	0.2533441828
270	0.2532471947
271	0.2531021543
272	0.2528519589
273	0.2527115061
274	0.2525510726
275	0.252396699
276	0.2518858307
277	0.2516967387
278	0.2514172096
279	0.2512818282
280	0.2509618606
281	0.2509085047
282	0.2507044093
283	0.2501837895
284	0.2499365591
285	0.2496274674
286	0.2494190605
287	0.2491206892
288	0.2486260863
289	0.2483538172
290	0.2482786091
291	0.2480506398
292	0.2479242229
293	0.2477257534
294	0.2476539887
295	0.247504613
296	0.2472871112
297	0.247118243
298	0.2468756813
299	0.2467372706
300	0.2465901635
301	0.2464993186
302	0.2463206618
303	0.2461188678
304	0.2455666476
305	0.2453488793
306	0.2447931167
307	0.2445278852
308	0.2442179682
309	0.2440801163
310	0.2438058844
311	0.2436076164
312	0.2435066529
313	0.2430290795
314	0.2428507348
315	0.2425683008
316	0.2423636889
317	0.2418286573
318	0.2416497512
319	0.2414714232
320	0.2411239882
321	0.2409522727
322	0.2408238816
323	0.2406975574
324	0.2406044494
325	0.2403454879
326	0.2401943678
327	0.2399962118
328	0.2398087145
329	0.2396337339
330	0.2395608168
331	0.2392442482
332	0.2391212479
333	0.2388221895
334	0.2386802316
335	0.238518316
336	0.2382342647
337	0.2380856563
338	0.2379095932
339	0.2377948026
340	0.2377346313
341	0.2374818419
342	0.2373465903
343	0.2372412534
344	0.2370893862
345	0.236705795
346	0.2364360801
347	0.2360521028
348	0.2357214804
349	0.2356043612
350	0.2352029047
351	0.234889479
352	0.2347510243
353	0.2344741948
354	0.2343258938
355	0.2341333739
356	0.2340430682
357	0.2338838378
358	0.2337482023
359	0.2336122551
360	0.2333372259
361	0.2332605301
362	0.2331231554
363	0.2328572172
364	0.2326669706
365	0.2325519776
366	0.232351563
367	0.2322406154
368	0.2320355808
369	0.2319245182
370	0.2317387392
371	0.231639144
372	0.2313839697
373	0.2313144955
374	0.2311978262
375	0.2311064496
376	0.2307465738
377	0.2305320057
378	0.2304268875
379	0.2302339275
380	0.2301224838
381	0.2298741578
382	0.2296687888
383	0.2295237565
384	0.2294473667
385	0.2292252303
386	0.2291425663
387	0.229042322
388	0.2288735804
389	0.2287436378
390	0.228641786
391	0.2283540859
392	0.2281190571
393	0.2279569987
394	0.22777842
395	0.2276874874
396	0.227527577
397	0.22741597
398	0.2271922498
399	0.2271262315
400	0.226969468
401	0.2267080432
402	0.226568405
403	0.2264509362
404	0.2263748114
405	0.2260919489
406	0.2260124885
407	0.2259326476
408	0.2257585082
409	0.2255728018
410	0.2254777977
411	0.2252819866
412	0.2251512913
413	0.225004885
414	0.2249003725
415	0.2244336458
416	0.2243230881
417	0.2242696171
418	0.2242139867
419	0.2241294904
420	0.2240166992
421	0.2237937629
422	0.2235972552
423	0.2234816706
424	0.2234003432
425	0.2232830196
426	0.2231259319
427	0.2229735583
428	0.2228332725
429	0.2227500923
430	0.2225457728
431	0.2224814811
432	0.2222932138
433	0.2222199904
434	0.2221099135
435	0.2220396582
436	0.22188806
437	0.2218313699
438	0.2217152325
439	0.2215734032
440	0.2214412146
441	0.2213510733
442	0.2211988292
443	0.2211407605
444	0.2209907507
445	0.2209512348
446	0.220816884
447	0.22071019
448	0.220602568
449	0.2204780938
450	0.2203505802
451	0.2201497922
452	0.2200984271
453	0.2199952588
454	0.2198680322
455	0.2197297413
456	0.2196245872
457	0.2195310303
458	0.2194058288
459	0.2193128319
460	0.2191258971
461	0.2190860816
462	0.2187406031
463	0.2186637267
464	0.2185567172
465	0.2184649455
466	0.2183048535
467	0.2182402387
468	0.2180993549
469	0.2179780306
470	0.2178651356
471	0.2177010393
472	0.2176498096
473	0.2175186694
474	0.2174431051
475	0.2174037056
476	0.217305168
477	0.2171801507
478	0.2171199278
479	0.2170241462
480	0.2168180289
481	0.2166702217
482	0.2165068543
483	0.2163950676
484	0.216042955
485	0.2159452854
486	0.2158691661
487	0.2157517372
488	0.2156725024
489	0.2154771254
490	0.2154195276
491	0.2153375644
492	0.2152090715
493	0.2151022457
494	0.2149673082
495	0.2147641297
496	0.2146788879
497	0.214594291
498	0.2145080373
499	0.2144494464
500	0.2143645409
501	0.2142534532
502	0.2141446239
503	0.21399712
504	0.2139224334
505	0.2138781525
506	0.2138122641
507	0.213723482
508	0.2135728867
509	0.2134154591
510	0.2132722614
511	0.213170547
512	0.2131095375
513	0.2130107783
514	0.2128997456
515	0.2127909687
516	0.2126765432
517	0.2126239781
518	0.2125336063
519	0.2124440852
520	0.2124152141
521	0.2123607715
522	0.2121981703
523	0.2121112406
524	0.2120102448
525	0.2118416392
526	0.2117407384
527	0.2116498397
528	0.2114835257
529	0.2114286236
530	0.2113067179
531	0.2111842108
532	0.2111068953
533	0.2109992995
534	0.2108869317
535	0.2107508109
536	0.2105491438
537	0.2104771514
538	0.2104343933
539	0.2103317441
540	0.2103057028
541	0.2101928047
542	0.2101115484
543	0.2100739363
544	0.2099449037
545	0.2098796237
546	0.2098052054
547	0.2096392763
548	0.2095025993
549	0.2094017889
550	0.2093236907
551	0.209248819
552	0.2092102297
553	0.2090984722
554	0.2089373405
555	0.2087830679
556	0.2087067055
557	0.2086658044
558	0.2086045004
559	0.2085304309
560	0.208433605
561	0.2083429897
562	0.2081982596
563	0.2081398911
564	0.2081082019
565	0.208018205
566	0.207935311
567	0.2078910411
568	0.2078467826
569	0.2077297875
570	0.2076506785
571	0.2075081866
572	0.2074499718
573	0.2072943356
574	0.2071826223
575	0.2070339296
576	0.2069797087
577	0.2069276591
578	0.206747234
579	0.2066280689
580	0.2065731652
581	0.2065156074
582	0.2063954084
583	0.2062731892
584	0.206175178
585	0.2061249101
586	0.2060708376
587	0.2059306128
588	0.205830348
589	0.2057488219
590	0.205667154
591	0.2055377302
592	0.2054686996
593	0.2053465078
594	0.2053140984
595	0.2052593254
596	0.2050844005
597	0.2050157743
598	0.2049705873
599	0.2048773043
600	0.2047625759
601	0.2047070969
602	0.2044739475
603	0.2043840885
604	0.2042883185
605	0.204219568
606	0.2040986474
607	0.2039869518
608	0.2038735493
609	0.2037955842
610	0.2037228409
611	0.2036896079
612	0.2036232795
613	0.2035999403
614	0.2035401694
615	0.203453272
616	0.2033306344
617	0.2032224446
618	0.2031700688
619	0.2030499316
620	0.2030063091
621	0.2029539391
622	0.202818201
623	0.2026411811
624	0.2025829635
625	0.2025381391
626	0.2023023142
627	0.2021513559
628	0.2020278368
629	0.2019415932
630	0.2018293279
631	0.2017356291
632	0.2016702481
633	0.2015592644
634	0.2015106941
635	0.2014293044
636	0.2012945005
637	0.2011832729
638	0.2011218778
639	0.2010365499
640	0.2009440541
641	0.2008558548
642	0.2007671415
643	0.2006534768
644	0.2006036366
645	0.2005382619
646	0.2004421326
647	0.2003398226
648	0.2001654526
649	0.2001087734
650	0.2000120467
651	0.1999428735
652	0.1999016558
653	0.1998080781
654	0.1997777844
655	0.199664125
656	0.1996450652
657	0.1995907128
658	0.1994987511
659	0.1994580548
660	0.1993990778
661	0.1993094493
662	0.1992740549
663	0.1991741553
664	0.1991226121
665	0.199017624
666	0.1989753068
667	0.1989155556
668	0.198841871
669	0.1987815878
670	0.1987304258
671	0.1984670901
672	0.1984092868
673	0.1983082861
674	0.1982138783
675	0.1981535295
676	0.198071779
677	0.1980427949
678	0.1979366106
679	0.1978917746
680	0.1978569569
681	0.1978100979
682	0.1977060953
683	0.1976007962
684	0.1974279367
685	0.1973413248
686	0.1972489247
687	0.197192003
688	0.1971302922
689	0.1970444807
690	0.1969713074
691	0.1968677437
692	0.196802866
693	0.1967148657
694	0.1965788467
695	0.1965009321
696	0.1964464641
697	0.196358397
698	0.1963037426
699	0.1962625759
700	0.1961972716
701	0.1961218496
702	0.1960415051
703	0.195931829
704	0.1958795363
705	0.1957839508
706	0.1956192229
707	0.1955555071
708	0.1954769922
709	0.1954408285
710	0.1953468065
711	0.1952856273
712	0.1952389578
713	0.195158667
714	0.1950863413
715	0.1950485382
716	0.1950035301
717	0.1949125293
718	0.1947495713
719	0.1946659436
720	0.194629348
721	0.1945414167
722	0.1945115767
723	0.1944501825
724	0.1944144381
725	0.1943734993
726	0.1943065562
727	0.1941898326
728	0.1941068072
729	0.1940261781
730	0.1939356835
731	0.1938177303
732	0.1937294311
733	0.1936244492
734	0.1935807509
735	0.1934783181
736	0.193273934
737	0.1932196011
738	0.1931470524
739	0.1930444638
740	0.1929691048
741	0.1928974177
742	0.1928116658
743	0.1927559202
744	0.1927096759
745	0.1926550234
746	0.192602156
747	0.1925339825
748	0.1924637127
749	0.1924097107
750	0.1923133765
751	0.1922525185
752	0.1922024613
753	0.1921218338
754	0.1920623215
755	0.1919648235
756	0.1919103952
757	0.1918392503
758	0.1917800676
759	0.1917475911
760	0.1916999212
761	0.1916037911
762	0.1915866179
763	0.1915021851
764	0.1914559237
765	0.1913747247
766	0.1912991736
767	0.1912150417
768	0.1910181196
769	0.190934707
770	0.1907830197
771	0.1906947736
772	0.1906176283
773	0.190580563
774	0.1905555735
775	0.1903858203
776	0.1903190007
777	0.1902815682
778	0.190228384
779	0.1901327754
780	0.1900702384
781	0.189981375
782	0.1899298131
783	0.1898166419
784	0.1897279665
785	0.1896797859
786	0.1895730643
787	0.1895012235
788	0.1894631014
789	0.1894067392
790	0.1893536347
791	0.1892914198
792	0.1892578603
793	0.1891826544
794	0.1891040517
795	0.1890387267
796	0.1889934673
797	0.188942214
798	0.1889040935
799	0.1888221708
800	0.1887517704
801	0.1887058137
802	0.188589355
803	0.1885215915
804	0.1884304132
805	0.1883259427
806	0.1882683235
807	0.1882404689
808	0.1881755314
809	0.1881121542
810	0.1879809446
811	0.1879157959
812	0.1878465752
813	0.187772696
814	0.1877443747
815	0.1877090324
816	0.1876320866
817	0.1876113416
818	0.1875860228
819	0.1874778968
820	0.1873751088
821	0.1872881606
822	0.1872467457
823	0.1870962216
824	0.1870590328
825	0.1869450588
826	0.1868994139
827	0.1868572827
828	0.186801548
829	0.186640978
830	0.1865683215
831	0.1864849861
832	0.1863997125
833	0.1863768164
834	0.1863047161
835	0.1862600366
836	0.1862198365
837	0.1861492624
838	0.1861021061
839	0.1860185396
840	0.1859634029
841	0.18592198
842	0.1858486536
843	0.1858219338
844	0.1857597567
845	0.185694496
846	0.1856419475
847	0.1855498345
848	0.1854998747
849	0.1854381753
850	0.1853843574
851	0.1853003787
852	0.1852223196
853	0.1851384367
854	0.185092685
855	0.1850669752
856	0.1850286895
857	0.1849687794
858	0.1849368232
859	0.1848620374
860	0.1848012285
861	0.1847056394
862	0.1846585529
863	0.1845855259
864	0.1845697263
865	0.1845023302
866	0.1843838685
867	0.1843187341
868	0.184281224
869	0.1842066151
870	0.184170418
871	0.1841107947
872	0.1840607581
873	0.1840179586
874	0.183947127
875	0.1839003247
876	0.1838565713
877	0.1836647948
878	0.1835598337
879	0.1834807915
880	0.1834523209
881	0.1833983679
882	0.1833515019
883	0.1833071164
884	0.183232806
885	0.1831499116
886	0.1831058573
887	0.1830550609
888	0.1829661421
889	0.1829337657
890	0.1829091011
891	0.1828554843
892	0.182806233
893	0.1827605806
894	0.1827457546
895	0.1826824537
896	0.1826385886
897	0.182586243
898	0.1825162541
899	0.1823553165
900	0.1822738253
901	0.1822079142
902	0.1821369617
903	0.1820444382
904	0.181964366
905	0.1819139274
906	0.1818836329
907	0.1817967518
908	0.1817253306
909	0.1816634799
910	0.1815865392
911	0.1815518787
912	0.1814868118
913	0.1814268461
914	0.1813461236
915	0.1812613649
916	0.1811823601
917	0.1810332865
918	0.1809691535
919	0.1809112835
920	0.1808518404
921	0.1808188491
922	0.1807560503
923	0.1807051982
924	0.1806552319
925	0.1806356909
926	0.1805239851
927	0.180404304
928	0.1803141719
929	0.1802553642
930	0.1802022503
931	0.180153295
932	0.1801022044
933	0.1800092182
934	0.1799662065
935	0.1798883459
936	0.1798018321
937	0.1797221296
938	0.1796779915
939	0.1796144463
940	0.1795682856
941	0.1795652511
942	0.1795039005
943	0.1794080897
944	0.1793745216
945	0.1793080657
946	0.1792860042
947	0.1792293649
948	0.1791852906
949	0.1791361617
950	0.179098665
951	0.1790718067
952	0.1790442217
953	0.1790018148
954	0.1789599341
955	0.1789205448
956	0.1788808929
957	0.1788123345
958	0.1786831882
959	0.1785727071
960	0.1784894287
961	0.178406809
962	0.1783487106
963	0.1783064805
964	0.1782939171
965	0.1782558353
966	0.1782212656
967	0.1781867287
968	0.1780497855
969	0.1779330554
970	0.1778420002
971	0.1777733208
972	0.1777243936
973	0.177625225
974	0.1776035872
975	0.1775657806
976	0.1775358774
977	0.1774759298
978	0.1773993513
979	0.1772971909
980	0.1772652839
981	0.1772081483
982	0.1771714186
983	0.1770888903
984	0.1770723592
985	0.1770236361
986	0.1769708284
987	0.1768342833
988	0.1767617501
989	0.1766099991
990	0.1765352242
991	0.1764813943
992	0.1764308553
993	0.176397769
994	0.1763237752
995	0.1762798304
996	0.1762030764
997	0.1760952755
998	0.1760624411
999	0.1759940582
